gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection
CELF2	CELF2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.445370217156958e-15	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9641255605381166	0.9879102506116157	7	3	6.799825296645535e-15	0.003140309337187062	True	True	True	1.0	0.9641255605381166
GPM6A	GPM6A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2117564234326825e-27	6	12	1.0	0.5	0.5	0.00021486327043911477	0.96	0.9549279488194666	7	3	4.106718253789826e-26	0.003140309337187062	True	True	True	1.0	0.9549279488194666
TCF4	TCF4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9549012299664554	0.9839187284569324	7	3	2.468918442539381e-13	0.003140309337187062	True	True	True	1.0	0.9549012299664554
MAP1B	MAP1B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	4.142631101914792e-16	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9473045900167498	0.9535167279883632	6	3	9.048707814756479e-16	0.003140309337187062	True	True	True	1.0	0.9473045900167498
TTC3	TTC3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	1.0	0.5	0.5	0.0017167440604175456	0.9264442052386078	0.958792883492644	7	3	2.468918442539381e-13	0.013191158405414228	True	True	True	1.0	0.9264442052386078
NFIA	NFIA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.225879041799513e-31	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9251297257227576	0.9161419673167923	7	3	1.2695243607737256e-28	0.003140309337187062	True	True	True	1.0	0.9161419673167923
PPP3CA	PPP3CA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	6	12	1.0	0.5	0.5	0.00021486327043911477	0.961646398503274	0.9103652366435542	7	3	1.4460279855484823e-15	0.003140309337187062	True	True	True	1.0	0.9103652366435542
CALM1	CALM1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.10498772120674e-22	6	12	1.0	0.5	0.5	0.009879767867540601	0.9086378737541528	0.9527208404736303	7	3	5.1857576304712154e-21	0.03418661397874148	True	True	True	1.0	0.9086378737541528
NFIB	NFIB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.818956200293058e-25	6	12	1.0	0.5	0.5	0.00021486327043911477	0.8884339815762539	0.9767894934772161	7	3	1.0404488342598554e-23	0.003140309337187062	True	True	True	1.0	0.8884339815762539
RTN3	RTN3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1608092249889012e-11	6	12	1.0	0.5	0.5	0.0017167440604175456	0.87325509573811	0.9003894805741537	7	3	1.6370580032515778e-11	0.013191158405414228	True	True	True	1.0	0.87325509573811
RTN1	RTN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	6	12	1.0	0.5	0.5	0.009879767867540601	0.8545232273838631	0.9964068928787262	7	3	5.778661226545355e-14	0.03418661397874148	True	True	True	1.0	0.8545232273838631
NRXN1	NRXN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.275181849266337e-17	6	12	1.0	0.5	0.5	0.009879767867540601	0.9629941126997477	0.8449483308917263	7	3	1.534492909748347e-16	0.03418661397874148	True	True	True	1.0	0.8449483308917263
APP	APP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.8260614907209237e-09	6	12	1.0	0.5	0.5	0.009879767867540601	0.908957415565345	0.8437678555423046	7	3	2.2894377880772735e-09	0.03418661397874148	True	True	True	1.0	0.8437678555423046
BASP1	BASP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	1.0	0.5	0.5	0.0017167440604175456	0.8148148148148148	0.869947110155284	7	3	5.822873192520911e-16	0.013191158405414228	True	True	True	1.0	0.8148148148148148
ANK3	ANK3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.5420682925374e-10	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9570707070707071	0.8118060519800525	7	3	3.337618720649892e-10	0.003140309337187062	True	True	True	1.0	0.8118060519800525
CALM2	CALM2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.493003398154007e-22	6	12	1.0	0.5	0.5	0.009879767867540601	0.8091954022988506	0.9855339263524212	7	3	2.525441456865347e-21	0.03418661397874148	True	True	True	1.0	0.8091954022988506
LUC7L3	LUC7L3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.10498772120674e-22	6	12	1.0	0.5	0.5	0.009879767867540601	0.8	0.8016702916788925	7	3	5.1857576304712154e-21	0.03418661397874148	True	True	True	1.0	0.8
DDX5	DDX5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7861390198892761	0.9490921103081178	7	3	2.918621426326764e-20	0.003140309337187062	True	True	True	1.0	0.7861390198892761
FRMD4A	FRMD4A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.0310955474403772e-13	6	12	1.0	0.5	0.5	0.009879767867540601	0.9141414141414141	0.7829929029169538	7	3	3.309876966489991e-13	0.03418661397874148	True	True	True	1.0	0.7829929029169538
CAMTA1	CAMTA1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.664462203773281e-20	6	12	1.0	0.5	0.5	0.009879767867540601	0.8931297709923665	0.7800109208517607	7	3	7.987209115009394e-20	0.03418661397874148	True	True	True	1.0	0.7800109208517607
HSP90AA1	HSP90AA1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.344396835961363e-14	6	12	1.0	0.5	0.5	0.009879767867540601	0.7792792792792793	0.9727836544271906	7	3	1.1008797389760156e-13	0.03418661397874148	True	True	True	1.0	0.7792792792792793
GSK3B	GSK3B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.832665015643997e-15	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7763457164518575	0.8427757143844699	7	3	1.2887000364288546e-14	0.013191158405414228	True	True	True	1.0	0.7763457164518575
TSC22D1	TSC22D1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	1.0	0.5	0.5	0.009879767867540601	0.775330396475771	0.7851064899480276	7	3	2.468918442539381e-13	0.03418661397874148	True	True	True	1.0	0.775330396475771
ATRX	ATRX	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.009879767867540601	0.8288393903868698	0.7701370716600175	7	3	2.3936688498484222e-17	0.03418661397874148	True	True	True	1.0	0.7701370716600175
HMGB1	HMGB1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7677053824362606	0.9830889234239957	7	3	2.3936688498484222e-17	0.013191158405414228	True	True	True	1.0	0.7677053824362606
SRSF11	SRSF11	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	1.4163572817925755e-15	6	12	1.0	0.5	0.5	0.009879767867540601	0.7766272526370948	0.758280315765705	6	3	2.9119231698654937e-15	0.03418661397874148	True	True	True	1.0	0.758280315765705
UBE2D3	UBE2D3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7533112582781457	0.7843652288975176	7	3	1.6275986099151576e-19	0.013191158405414228	True	True	True	1.0	0.7533112582781457
YWHAZ	YWHAZ	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.130423775950194e-13	6	12	1.0	0.5	0.5	0.009879767867540601	0.7645854657113613	0.7526051754111416	7	3	6.563288769257122e-13	0.03418661397874148	True	True	True	1.0	0.7526051754111416
PHIP	PHIP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.59946154156911e-23	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7683653209794837	0.7518291159825979	7	3	7.460892833465361e-22	0.003140309337187062	True	True	True	1.0	0.7518291159825979
HNRNPU	HNRNPU	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	1.0	0.5	0.5	0.009879767867540601	0.7498104624715694	0.7924514838726011	7	3	2.918621426326764e-20	0.03418661397874148	True	True	True	1.0	0.7498104624715694
CSNK1A1	CSNK1A1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	1.0	0.5	0.5	0.009879767867540601	0.7489361702127659	0.7670277550590417	7	3	1.6275986099151576e-19	0.03418661397874148	True	True	True	1.0	0.7489361702127659
HNRNPA2B1	HNRNPA2B1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1239080044577881e-22	6	12	1.0	0.5	0.5	0.009879767867540601	0.7478783592644979	0.952270730618936	7	3	9.048148209095598e-22	0.03418661397874148	True	True	True	1.0	0.7478783592644979
RBM39	RBM39	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1239080044577881e-22	6	12	1.0	0.5	0.5	0.009879767867540601	0.7459770114942529	0.9089190786070083	7	3	9.048148209095598e-22	0.03418661397874148	True	True	True	1.0	0.7459770114942529
UBE2E3	UBE2E3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7453183520599251	0.8354564927800403	7	3	5.822873192520911e-16	0.003140309337187062	True	True	True	1.0	0.7453183520599251
NAP1L1	NAP1L1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7408637873754153	0.8426438027387751	7	3	5.778661226545355e-14	0.013191158405414228	True	True	True	1.0	0.7408637873754153
NCOR1	NCOR1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3797433769793204e-19	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7403245942571786	0.7942050491672681	7	3	8.93021346828399e-19	0.013191158405414228	True	True	True	1.0	0.7403245942571786
RBFOX3	RBFOX3	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	72	88	1.0	0.5	0.5	3.68048469914963e-11	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7831877544992298	0.7383395896176668	6	3	5.071773387837069e-11	0.003140309337187062	True	True	True	1.0	0.7383395896176668
HNRNPC	HNRNPC	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7285067873303167	0.8244447612171095	7	3	2.3936688498484222e-17	0.013191158405414228	True	True	True	1.0	0.7285067873303167
SFPQ	SFPQ	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7226890756302521	0.8119952340333789	7	3	2.918621426326764e-20	0.013191158405414228	True	True	True	1.0	0.7226890756302521
NBEA	NBEA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3174243594451417e-17	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9345182413470533	0.7191609650340519	7	3	6.182648752320433e-17	0.003140309337187062	True	True	True	1.0	0.7191609650340519
GRIA2	GRIA2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.5465110373514467e-11	6	12	1.0	0.5	0.5	0.009879767867540601	0.9481114078595956	0.7144355509258562	7	3	3.52032022945525e-11	0.03418661397874148	True	True	True	1.0	0.7144355509258562
RBM25	RBM25	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.009879767867540601	0.7110562075355158	0.8254023734285111	7	3	2.3936688498484222e-17	0.03418661397874148	True	True	True	1.0	0.7110562075355158
AKAP9	AKAP9	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.486940249949818e-19	6	12	1.0	0.5	0.5	0.009879767867540601	0.7637906647807637	0.7046221864759804	7	3	3.2818458376620658e-18	0.03418661397874148	True	True	True	1.0	0.7046221864759804
RUFY3	RUFY3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	1.0	0.5	0.5	0.009879767867540601	0.8253319713993871	0.7041151173668279	7	3	2.918621426326764e-20	0.03418661397874148	True	True	True	1.0	0.7041151173668279
RAB2A	RAB2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.009879767867540601	0.6978723404255319	0.7607456949045395	7	3	2.3936688498484222e-17	0.03418661397874148	True	True	True	1.0	0.6978723404255319
ZRANB2	ZRANB2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	1.0	0.5	0.5	0.009879767867540601	0.6978476821192053	0.7266921740725227	7	3	1.6275986099151576e-19	0.03418661397874148	True	True	True	1.0	0.6978476821192053
CPSF6	CPSF6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1463558475612274e-18	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7188823031329382	0.6962085253540062	7	3	3.903368655196707e-18	0.013191158405414228	True	True	True	1.0	0.6962085253540062
NUCKS1	NUCKS1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.49617453572322e-23	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7024482109227872	0.6956548517348985	7	3	1.488625031185167e-22	0.013191158405414228	True	True	True	1.0	0.6956548517348985
KMT2E	KMT2E	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.3765687917377222e-18	6	12	1.0	0.5	0.5	0.009879767867540601	0.7795399684539838	0.6950725357548153	6	3	7.406289812182642e-18	0.03418661397874148	True	True	True	1.0	0.6950725357548153
ATXN10	ATXN10	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	1.0	0.5	0.5	0.009879767867540601	0.7539715719063546	0.6924402957741245	7	3	2.3936688498484222e-17	0.03418661397874148	True	True	True	1.0	0.6924402957741245
HSP90AB1	HSP90AB1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6910604732690623	0.9750167725961345	7	3	1.2142201003709152e-16	0.003140309337187062	True	True	True	1.0	0.6910604732690623
NAV2	NAV2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.8526996800741386e-18	6	12	1.0	0.5	0.5	0.00021486327043911477	0.8267852730417593	0.6895314892521203	7	3	5.807089026128333e-18	0.003140309337187062	True	True	True	1.0	0.6895314892521203
TRA2A	TRA2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.779415353952181e-18	6	12	1.0	0.5	0.5	0.009879767867540601	0.716390423572744	0.686470587754912	7	3	2.0033449458749702e-17	0.03418661397874148	True	True	True	1.0	0.686470587754912
TNIK	TNIK	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.4279578223062575e-30	6	12	1.0	0.5	0.5	0.0017167440604175456	0.8690770428185499	0.6849994153091437	6	3	3.5108270110548484e-28	0.013191158405414228	True	True	True	1.0	0.6849994153091437
CELF1	CELF1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	1.0	0.5	0.5	0.009879767867540601	0.7681858019281332	0.6816963268666918	7	3	2.342041309412446e-18	0.03418661397874148	True	True	True	1.0	0.6816963268666918
Map2	MAP2	shared_granule_neuronal	shared_granule_neuronal_state	broad_shared_neuronal_state_high_detection	marker_panel	True	True	72	88	1.0	0.5	0.5	8.767318479710432e-10	6	12	1.0	0.5	0.5	0.009879767867540601	0.9587900753053855	0.6780206098146279	6	3	1.1153263215537786e-09	0.03418661397874148	True	True	True	1.0	0.6780206098146279
PPP2R2C	PPP2R2C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0737028146676121e-09	6	12	1.0	0.5	0.5	0.00021486327043911477	0.672979797979798	0.7671951682114273	7	3	1.3611112828837232e-09	0.003140309337187062	True	True	True	1.0	0.672979797979798
RAB6A	RAB6A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.1333219332864815e-15	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6929375437554464	0.6726551551942489	6	3	4.304349091440352e-15	0.013191158405414228	True	True	True	1.0	0.6726551551942489
ACTB	ACTB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.2221046523540615e-12	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6702253855278766	0.9985094468839383	7	3	7.627437704347448e-12	0.013191158405414228	True	True	True	1.0	0.6702253855278766
ELAVL3	ELAVL3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3023184867736652e-08	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6661129568106312	0.8655662600629701	7	3	2.708095877338438e-08	0.013191158405414228	True	True	True	1.0	0.6661129568106312
ATP2B1	ATP2B1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.384278532331745e-12	6	12	1.0	0.5	0.5	0.00021486327043911477	0.8811659192825112	0.660543682328214	7	3	9.158399561261611e-12	0.003140309337187062	True	True	True	1.0	0.660543682328214
CD47	CD47	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.03276429201347e-18	6	12	1.0	0.5	0.5	0.009879767867540601	0.6735880398671097	0.6601795043884444	7	3	1.2250792366074533e-17	0.03418661397874148	True	True	True	1.0	0.6601795043884444
SRPK2	SRPK2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.234777731372056e-13	6	12	1.0	0.5	0.5	0.0017167440604175456	0.8528735632183908	0.6594116548562379	7	3	2.061765126517313e-13	0.013191158405414228	True	True	True	1.0	0.6594116548562379
GNAS	GNAS	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.832665015643997e-15	6	12	1.0	0.5	0.5	0.009879767867540601	0.6591928251121076	0.8779219209556759	7	3	1.2887000364288546e-14	0.03418661397874148	True	True	True	1.0	0.6591928251121076
APBA2	APBA2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.196372084086751e-10	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6588066434283371	0.7850350526006158	7	3	7.915153739920002e-10	0.003140309337187062	True	True	True	1.0	0.6588066434283371
SON	SON	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1385394618535752e-23	6	12	1.0	0.5	0.5	0.009879767867540601	0.6570412220129734	0.9278593249624142	7	3	1.2286030312240819e-22	0.03418661397874148	True	True	True	1.0	0.6570412220129734
NFIX	NFIX	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6569767441860465	0.6980242389745168	7	3	2.918621426326764e-20	0.003140309337187062	True	True	True	1.0	0.6569767441860465
HNRNPDL	HNRNPDL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	8.642019965171924e-15	6	12	1.0	0.5	0.5	0.009879767867540601	0.6512525913165348	0.9126099994544186	6	3	1.6243103383412396e-14	0.03418661397874148	True	True	True	1.0	0.6512525913165348
MTDH	MTDH	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	1.0	0.5	0.5	0.009879767867540601	0.6486028789161727	0.6995791396678931	7	3	2.918621426326764e-20	0.03418661397874148	True	True	True	1.0	0.6486028789161727
YWHAE	YWHAE	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6423841059602649	0.9683036668846201	7	3	4.6570471277792435e-18	0.013191158405414228	True	True	True	1.0	0.6423841059602649
WAC	WAC	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.49617453572322e-23	6	12	1.0	0.5	0.5	0.009879767867540601	0.6996447116698552	0.6377707810938709	7	3	1.488625031185167e-22	0.03418661397874148	True	True	True	1.0	0.6377707810938709
TOP1	TOP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	1.0	0.5	0.5	0.009879767867540601	0.6313131313131313	0.748329849642573	7	3	4.6570471277792435e-18	0.03418661397874148	True	True	True	1.0	0.6313131313131313
BNIP3L	BNIP3L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4380117306227187e-10	6	12	1.0	0.5	0.5	0.009879767867540601	0.6311881188118812	0.7139073619291381	7	3	1.914700702099863e-10	0.03418661397874148	True	True	True	1.0	0.6311881188118812
UCHL1	UCHL1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.7134072463259372e-10	6	12	1.0	0.5	0.5	0.009879767867540601	0.6283112582781457	0.7464626632942397	7	3	2.2647046418531126e-10	0.03418661397874148	True	True	True	1.0	0.6283112582781457
VAPA	VAPA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.9006998723122676e-20	6	12	1.0	0.5	0.5	0.009879767867540601	0.6221719457013575	0.7319816609286053	7	3	1.3647761438276157e-19	0.03418661397874148	True	True	True	1.0	0.6221719457013575
CELF4	CELF4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.6827729141149463e-14	6	12	1.0	0.5	0.5	0.00021486327043911477	0.8449163449163449	0.621309139517812	7	3	3.064596516133768e-14	0.003140309337187062	True	True	True	1.0	0.621309139517812
CAPZB	CAPZB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	1.0	0.5	0.5	0.009879767867540601	0.618421052631579	0.6550151999231482	7	3	2.468918442539381e-13	0.03418661397874148	True	True	True	1.0	0.618421052631579
PTMA	PTMA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.037262694411394e-20	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6175637393767706	0.9995938552645034	7	3	2.150752516570534e-19	0.013191158405414228	True	True	True	1.0	0.6175637393767706
SRRM2	SRRM2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1385394618535752e-23	6	12	1.0	0.5	0.5	0.0017167440604175456	0.615878107457899	0.8793713717792875	7	3	1.2286030312240819e-22	0.013191158405414228	True	True	True	1.0	0.615878107457899
NIPBL	NIPBL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.9006998723122676e-20	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7803030303030303	0.6131810454352632	7	3	1.3647761438276157e-19	0.013191158405414228	True	True	True	1.0	0.6131810454352632
BICD1	BICD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7521047708138447	0.6122047253496203	7	3	1.2142201003709152e-16	0.003140309337187062	True	True	True	1.0	0.6122047253496203
SCMH1	SCMH1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	1.0	0.5	0.5	0.009879767867540601	0.6118421052631579	0.644806536027329	7	3	4.2189899403924324e-12	0.03418661397874148	True	True	True	1.0	0.6118421052631579
